accession	n_samples	ici_any	ici_in_sample_metadata	models	llc_only	in_vivo	strategies	gds_summary_type	suppfile	pubmed	series_title	design
GSE303349	24	True	False	LLC	True	False	RNA-Seq			42120180	CXCL16-driven CD4+ T cells orchestrate immunosurveillance against MHC-I-deficient tumors	To investigate the mechanisms of MHC-I loss effecting tumor growth and tumor microenvironment, we established 4 MHC-I-deficient tumor cell lines (MC38, AKR, LLC1, and Hepa1-6) in which B2m has been knocked out by sgRNA. The non-targeting sgRNA was used for control. We then performed gene expression profiling analysis using data obtained from RNA-seq of 4 paired different cell lines.
GSE303385	34	False	False	344SQ_line	False	True	RNA-Seq				Temporal mapping of the anti-tumor effects of nanobody-based MSLN.CAR-T cell therapy in metastatic solid tumors [total RNA-Seq]	For totalRNA-seq, 344SQ tumors from saline-treated mice were harvested on day 0 post-treatment. 344SQ tumors from CAR-T- or mock-T-treated mice were harvested on day 2, 7 and 12 post-treatment. Tumors from 4-5 different mice were harvested per treatment group. Tumor tissue was stored in RNAlater Stabilization Solution (Invitrogen), homogenized and RNA was isolated using RNAeasy kit (Qiagen) accord
GSE303491	4	True	False	SCLC_GEMM	False	True	RNA-Seq			41361170	ERBB2 signaling drives immune cell evasion and resistance against immunotherapy in small cell lung cancer II	We used an autochthonous Rb1/Trp53-deleted mouse model to generate tumor-derived cell lines. Three cell lines were established from primary lung tumors of individual mice, and one from a liver metastasis of a separate mouse. All were cultured under identical conditions and subjected to bulk RNA sequencing to compare transcriptional profiles between primary and metastatic tumor-derived cells.
GSE303940	2	True	True	SCLC_GEMM	False	False	RNA-Seq				XIAP-coordinated PKC signaling overcomes immunotherapy resistance via immunogenic rewiring to empower therapeutic rechallenge [RNA-Seq]	RNA-seq profiling of CMT167R cells treated with 50 nM PKCi for 24 hours and untreated CMT167R cells.
GSE303943	2	True	True	SCLC_GEMM	False	True	RNA-Seq				XIAP-coordinated PKC signaling overcomes immunotherapy resistance via immunogenic rewiring to empower therapeutic rechallenge [scRNA-seq]	CMT167R cells (1 × 10^6 cells/mouse) were subcutaneously injected into C57BL/6 mice. Tumors were harvested when controls reached 400 mm3 with significant volume difference versus PKCi-treated group (P &lt; 0.05, t-test).
GSE304629	52	True	False	LLC	True	True	OTHER,RNA-Seq				A pan-immunotherapy signature to predict intratumoral CD8+ T cell expansions [scTCR_untreated]	Lewis lung carcinoma (LLC) cells (5 × 10^5 cells /mouse) were inoculated subcutaneously (s.c.) into the left flank and right flank of C57BL/6 mice (n=5). Tumors were excised on day 14 and day 21. T cells obtained from each tumor were analyzed by bulk TCR-sequencing.
GSE304727	17	False	False	KP_kras_p53,LLC	False	True	OTHER,RNA-Seq			42218150	Pan-cancer single-cell atlas of mouse and human tumor-associated dendritic cells	E0771 scRNAseq kinetic dataset: CD45+7-AAD- MHC-IIlow-hiCD11c-/+ cells from tumors of orthotopic E0771 breast cancer mouse model, 9, 14 or 21 days post tumor inoculation. B16-F10 scRNAseq dataset: CD45+7-AAD- cells from tumors of B16-F10 melanoma mouse model. LLC-OVA dataset: CD45+7-AAD- cells (tumors and tumor-draining lymph nodes, scRNAseq) or unsorted splenic cells (scRNA/BCR-seq) of a subcutan
GSE304763	91	True	False	LLC	True	True	OTHER,RNA-Seq				A pan-immunotherapy signature to predict intratumoral CD8+ T cell expansions [scTCR_immunotherapies]	Lewis lung carcinoma (LLC) cells (5 × 10^5 cells /mouse) were inoculated subcutaneously (s.c.) into the left flank and right flank of C57BL/6 mice (aLAG3: n=5, aPDL1/aCTLA4: n=6). Tumors were excised on day 14 and day 21. T cells obtained from each tumor were analyzed by bulk TCR-sequencing.
GSE304809	14	True	False		False	True	RNA-Seq				Curative treatment of advanced, poorly immunogenic metastatic murine cancer models using an in situ vaccine, low-dose radiopharmaceutical, and immune checkpoint inhibition	For MOC2 model, C57BL/6 mice were divided into 5 groups such as PBS, in situ vaccine (ISV)+ dual immune checkpoint blockade (DCP; anti-PD-L1 and anti-CTLA-4), Targeted radionuclide therapy (TRT)+ISV, TRT+DCP and TRT+ISV+DCP tratments groups. 2 million huEGFR-expressing MOC2 cells (M2h) were engrafted subcutaneously into the right flank for the primary tumors, and 4 days later 1 million MOC2WT cell
GSE304864	11	False	False	LLC	True	True	OTHER,RNA-Seq			42026061	Multiomics immune profiling of a patient-relevant orthotopic lung cancer model using SEPARATE-Seq.	Cell line scRNA-Seq: In vitro cultured cells from LLC-Thy1.1 cell lines: (i) not passaged (P0) or (ii) passaged twice in vivo (P2). P0 and P2 samples were multiplexed using both cell multiplexing oligonucleotide (CMO) and hashtag oligos (HTO). Cells were sorted for 7-AAD- singlets. ORTHO/SUBCUT CITE-Seq: 7-AAD-CD45+Thy1.1- sorted immune cells, isolated from (i and ii) tumours or adjacent tissue of
GSE304868	100	False	False		False	True	RNA-Seq			41826506	Cytokine–ontogeny interaction shapes macrophage transcriptional states	Refer to individual Series
GSE306343	9	False	False	KL_kras_lkb1,KP_kras_p53	False	True	RNA-Seq			41676515,41892297	Loss of PIK3CA allows in vitro growth but not in vivo progression of KRAS mutant lung adenocarcinoma in a syngeneic orthotopic implantation model	Bulk RNA library preparation and sequencing of 3 biological replicates of cultured KP, KPA, and KPS was performed using a commercial supplier (Novogene, Inc.) with the NEBNext® Ultra™ II RNA Library Prep Kit for Illumina (New England Biolabs E7770L) with the Poly(A) mRNA Magnetic Isolation Module. Libraries were sequenced at a depth of approximately 33 million paired reads per sample (PE150) on an
GSE306862	20	False	False		False	False	RNA-Seq			41383614	Synthetic DNA co-immunization with vaccine-aligned common consensus nucleoprotein and hemagglutinin protects mice against lethal influenza infection with a single immunization	Gene expression analysis was eprformed to understand the impact of novel synthetic DNA vaccines on lung transcriptomic signatures in the context of infection. We evaluated gene expression in mice receiving DNA vaccines targeting the influenza hemagglutinin (HA) protein and the nucleoprotein (NP), called pHAH1 and pVACC-NPH3, respectively. Total RNA was extracted from FFPE lung scrolls obtained fro
GSE307112	886	False	False	EGFR	False	False	RNA-Seq				Mapping the Dialogue: Decoding Alveolar Stem-Niche Interactions [I]	A CRISPR KO screen was conducted in lung alveolar type 2 (AT2) cells. Lung AT2 cells are the progenitors of AT1 cells, responsible for gas exchange in our lung alveoli. After nucleofection of these cells with RNP for our gene of interest, they are co-cultured in Matrigel with human normal lung fibroblasts for 2 weeks. During this time, AT2 cells proliferate, organize into organoid and differentiat
GSE307143	30	True	False		False	True	RNA-Seq			41322421	Single-Cell Atlas of the Tumor Immune Microenvironment Across Syngeneic Murine Models	Single-cell RNA sequencing (scRNA-seq) was performed on CD45+ immune cells isolated from ten treatment-naïve murine models. These models encompassed seven prevalent cancer types: breast mammary carcinoma (4T1, EMT6, MMTV-PyMT), colon carcinoma (CT26.WT, MC38), glioma (GL261), renal adenocarcinoma (Renca), lung carcinoma (LL2), melanoma (B16F10), and pancreatic adenocarcinoma (Pan02).
GSE307351	890	False	False	EGFR	False	False	OTHER,RNA-Seq				Mapping the Dialogue: Decoding Alveolar Stem-Niche Interactions	Refer to individual Series
GSE307702	6	True	False		False	True	RNA-Seq			41613797	Thimerosal Inhibits Tumor Malignant Progression Through Direct Action and Enhancing the Efficacy of PD-1-Based Immunotherapy	Based on the provided background, the experimental design was structured to comprehensively evaluate thimerosal's antitumor potential. It utilized a combination of in vitro assays (CCK-8, colony formation, flow cytometry, wound-healing, transwell) on cancer cell lines and in vivo models (subcutaneous, lung metastasis, and AOM/DSS-induced CRC) in mice to assess efficacy and safety. The role of merc
GSE307774	29	False	False	EGFR,KP_kras_p53	False	True	RNA-Seq			41286180	Oncogenic MAPK signalling induces epithelial cell state change and therapeutic resistance in vivo [scRNA-Seq]	Mice were induced with a single 70uL injection of 100uM 4-OH tamoxifen into the colonic submucosa. When an established tumour was identified on colonoscope (beginning weekly two weeks post injection), mice were placed on a treatment regime. Mice were treated twice daily with MRTX1133 IP AM and PM (MRTX1133 100uL 7.5mg/kg) or vehicle (100uL10% hydroxpropyl beta cyclodextrin in 50mM citrate buffer p
GSE307870	8	False	False		False	False	RNA-Seq				TDRD3, a Tudor Domain-Containing Protein, Regulates Klf2-Dependent Treg differentiation and function to Modulate Immune Tolerance	Overall design RNA-seq analysis was performed to detect the transcriptome of Foxp3YFP-Cre and TDRD3fl/fl/Foxp3YFP-Cre CD4+ cells 36 hours post Treg polarization.
GSE308027	9	True	False	LLC	True	True	RNA-Seq				Engineered Nanobodies Targeting Endogenous Digoxin-like Substances Function as Novel Immune Checkpoints Inhibitors and Enhance Immunotherapy against Cancer Metastasis	RNA-seq profiling of LLC tumors treated with high and low doses of digoxin.
GSE308031	12	True	False	LLC	True	True	RNA-Seq				Engineered Nanobodies Targeting Endogenous Digoxin-like Substances Function as Novel Immune Checkpoints Inhibitors and Enhance Immunotherapy against Cancer Metastasis	RNA-seq profiling of LLC tumors treated with high and low doses of digoxin.
GSE308045	11	True	False		False	False	RNA-Seq			41229427	The Peptide Genomic Therapy Increases Antibacterial Immunity and Survival in Sepsis by Reprograming the Gene Orthologs of Human Immunodeficiencies in the Spleen and Lungs	We investigated the spleen’s and lungs' genome response to polymicrobial sepsis. We also established an impact of nuclear import blockade on gene expression in sepsis. Sepsis was induced in 8-10-week-old female C57BL/6 mice (Jackson Laboratories, Bar Harbor, ME) by a single intraperitoneal injection of cecal microbiome (CM) stock solution. Mice were treated with saline or with cell-penetrating nuc
GSE308130	1	False	False	EGFR,KP_kras_p53	False	True	RNA-Seq			41286180	Oncogenic MAPK signalling induces epithelial cell state change and therapeutic resistance in vivo III	Organoids derived from either small intestinal tumours or liver metastasis, from mice with mutations in either Kras/P53/Notch1 or Apc/Kras/P53/Tgfbr1, were sequenced using Gem-X flex single cell technology.
GSE308309	3	False	False		False	False	OTHER			41217848	Cross-species blood transcriptional correlates of BCG-mediated protection against tuberculosis include innate and adaptive immune processes	Diversity Outbred (DO) mice were vaccinated intradermally with 105 CFU of BCG, and at 8 weeks challenged by aerosol with M. tuberculosis Erdman. Ninety-nine animals, representing a spectrum of outcomes regarding lung and spleen Mtb burden, lung histopathology, and early moribund, were chosen for further study. Gene expression was profiled by blood RNA-seq from samples collected 14 days before and 
GSE308703	24	False	False		False	True	OTHER,RNA-Seq				In Vivo Modeling of Human γδ T Cell Ontogeny Reveals Terminal Deoxynucleotidyl Transferase as a Key Regulator of Type 3 Vδ2 T Cell Development	γδ and αβ T cells were sorted from the thymi and peripheral organs of humanized immune system (HIS) mice transplanted with human HSPCs, followed by 5'-RNA single cell transcriptome, ADT and TCR sequening (10x genomics). In parallel, after knocking-out (KO) DNTT in the input HSPCs of HIS mice by CRISPR, γδ and αβ T cells were sorted from the thymi and spleens of control or KO HIS mice, followed by 
GSE308920	4	False	False	KP_kras_p53	False	True	RNA-Seq				Single cell RNA-seq for AKPS metastatic colon cancer model	We have developed an immuno-competent mouse model of metastatic colorectal cancer by sequentially passaging small intestinal organoids with mutations in Apc, Kras, Tp53 and Smad4 in vivo. Organoids from either Passage 1 (P1, m4) or Passage 5 (P5, m484) were orthotopically injected into the colon of C57BL/6N mice. 5 weeks post orthotopic injection colon tumors were harvested, digested into single c
GSE308926	24	False	False		False	False	RNA-Seq				Beneficial Effects of Tanimilast and Formoterol on Mouse Lung Epithelial Progenitors In Vitro	An extended organoid culture was used to model the effect of initial cigarette smoke exposure on the subsequent Tanimilast and Formoterol treatment. In the first window, primary mouse epithelial cells isolated from naïve mouse lungs were co-cultured with CCL206 fibroblasts and maintained in culture for 14 days. From day 0 to 14, organoids were exposed to either 5% cigarette smoke extract (CSE) or 
GSE309019	20	False	False		False	False	RNA-Seq				Mycobacterium tuberculosis Co-opts Monocytic Niches to Evade Immunity in Lymph Nodes	We performed single-cell RNA sequencing (scRNA-seq) on innate immune cells isolated from the mouse blood, lung, and medLN at early (day 15) and later (day 28) stages of standard dose (50-100 CFU) Mtb (H37Rv.mCherry) infection—two timepoints associated with distinct cellular and structural changes in the medLN. To establish tissue-specific baselines, we also included uninfected samples (day 0). To 
